codigo_ocorrencia1,ocorrencia_classificacao,ocorrencia_cidade,ocorrencia_uf,ocorrencia_aerodromo,ocorrencia_dia,Dia,Mes,Ano
47085,INCIDENTE,SANTARÉM,PA,SNCJ,25/02/2013,25,02,2013
47086,INCIDENTE,MANAUS,AM,SBEG,25/02/2013,25,02,2013
47114,INCIDENTE,LONDRINA,PR,SBLO,25/02/2013,25,02,2013
47058,INCIDENTE,MARABÁ,PA,SBMA,26/02/2013,26,02,2013
47098,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,26/02/2013,26,02,2013
48691,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,26/02/2013,26,02,2013
47087,INCIDENTE,SÃO PAULO,SP,SBMT,27/02/2013,27,02,2013
47095,INCIDENTE,CAMPINAS,SP,SBKP,27/02/2013,27,02,2013
47108,ACIDENTE,TIROS,MG,****,27/02/2013,27,02,2013
47245,INCIDENTE,AMERICANA,SP,SDAI,28/02/2013,28,02,2013
47110,ACIDENTE,VILA BELA DA SANTÍSSIMA TRINDADE,MT,SSDP,01/03/2013,01,03,2013
47115,INCIDENTE,CURITIBA,PR,SBBI,01/03/2013,01,03,2013
47201,INCIDENTE,PORTO ALEGRE,RS,SBPA,01/03/2013,01,03,2013
47075,ACIDENTE,TEFÉ,AM,SBTF,02/03/2013,02,03,2013
47081,ACIDENTE,PRADÓPOLIS,SP,****,02/03/2013,02,03,2013
47116,INCIDENTE,LONDRINA,PR,****,03/03/2013,03,03,2013
47109,INCIDENTE GRAVE,SACRAMENTO,MG,****,04/03/2013,04,03,2013
47102,INCIDENTE GRAVE,PORTO VELHO,RO,SBPV,05/03/2013,05,03,2013
47146,INCIDENTE,GUARULHOS,SP,SBGR,05/03/2013,05,03,2013
47763,INCIDENTE,CAMPINAS,SP,****,05/03/2013,05,03,2013
47117,INCIDENTE,SÃO JOSÉ DO RIO PRETO,SP,SBSR,06/03/2013,06,03,2013
47133,INCIDENTE GRAVE,RIACHÃO DAS NEVES,BA,SDDQ,06/03/2013,06,03,2013
47145,INCIDENTE,GOIÂNIA,GO,SBGO,08/03/2013,08,03,2013
47246,INCIDENTE,BRASÍLIA,DF,SBBR,08/03/2013,08,03,2013
47132,INCIDENTE GRAVE,CARUARU,PE,SNRU,10/03/2013,10,03,2013
47131,INCIDENTE,CAMPO GRANDE,MS,SBCG,11/03/2013,11,03,2013
47138,ACIDENTE,MANAUS,AM,****,11/03/2013,11,03,2013
47154,INCIDENTE GRAVE,PIMENTA BUENO,RO,****,11/03/2013,11,03,2013
47142,ACIDENTE,ALMEIRIM,PA,SBMD,12/03/2013,12,03,2013
47219,INCIDENTE,MANICORÉ,AM,SBMY,12/03/2013,12,03,2013
47652,ACIDENTE,ALEGRETE,RS,****,12/03/2013,12,03,2013
47435,INCIDENTE,PEDRA PRETA,MT,****,13/03/2013,13,03,2013
47207,INCIDENTE,BELO HORIZONTE,MG,SBBH,15/03/2013,15,03,2013
47158,ACIDENTE,JOÃO PESSOA,PB,SNJO,16/03/2013,16,03,2013
47159,INCIDENTE GRAVE,SÃO LUÍS,MA,SBSL,16/03/2013,16,03,2013
47208,INCIDENTE,MANAUS,AM,SBEG,16/03/2013,16,03,2013
47310,INCIDENTE,CAMPINAS,SP,SBKP,16/03/2013,16,03,2013
47156,ACIDENTE,ROSÁRIO DO SUL,RS,SSRZ,18/03/2013,18,03,2013
47351,ACIDENTE,VITÓRIA BRASIL,SP,****,18/03/2013,18,03,2013
47436,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,18/03/2013,18,03,2013
47155,ACIDENTE,ELDORADO DO SUL,RS,SIXE,19/03/2013,19,03,2013
47209,INCIDENTE,CONFINS,MG,SBCF,19/03/2013,19,03,2013
47210,INCIDENTE,GUARATINGUETÁ,SP,SBGW,20/03/2013,20,03,2013
47211,INCIDENTE,JUNDIAÍ,SP,SBJD,20/03/2013,20,03,2013
47213,INCIDENTE,MACAÉ,RJ,****,20/03/2013,20,03,2013
49290,INCIDENTE,MACAÉ,RJ,SBME,20/03/2013,20,03,2013
47153,INCIDENTE,CAMPO GRANDE,MS,SBCG,21/03/2013,21,03,2013
47217,INCIDENTE,CONFINS,MG,SBCF,21/03/2013,21,03,2013
47333,INCIDENTE GRAVE,BIRITIBA-MIRIM,SP,SDIH,22/03/2013,22,03,2013
47297,ACIDENTE,RIBAS DO RIO PARDO,MS,****,23/03/2013,23,03,2013
47334,INCIDENTE GRAVE,FONTE BOA,AM,SWOB,23/03/2013,23,03,2013
47765,INCIDENTE,CASCAVEL,PR,SBCA,23/03/2013,23,03,2013
47311,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,25/03/2013,25,03,2013
47312,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,25/03/2013,25,03,2013
47766,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,SBCP,25/03/2013,25,03,2013
47296,ACIDENTE,SORRISO,MT,****,26/03/2013,26,03,2013
47305,INCIDENTE,CAMPINAS,SP,SBKP,26/03/2013,26,03,2013
47314,INCIDENTE,CONFINS,MG,SBCF,26/03/2013,26,03,2013
47432,INCIDENTE,MACAÉ,RJ,SBME,26/03/2013,26,03,2013
47304,INCIDENTE,BOTUCATU,SP,SDBK,27/03/2013,27,03,2013
47309,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,27/03/2013,27,03,2013
47313,INCIDENTE,FORTALEZA,CE,SBFZ,27/03/2013,27,03,2013
47332,INCIDENTE,BELO HORIZONTE,MG,SBBH,27/03/2013,27,03,2013
47339,ACIDENTE,MACAÉ,RJ,****,27/03/2013,27,03,2013
51885,INCIDENTE,VITÓRIA,ES,SBVT,27/03/2013,27,03,2013
47300,INCIDENTE,GUARULHOS,SP,SBGR,28/03/2013,28,03,2013
47302,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,28/03/2013,28,03,2013
47353,INCIDENTE GRAVE,TAUBATÉ,SP,****,29/03/2013,29,03,2013
47767,INCIDENTE,VITÓRIA,ES,SBVT,29/03/2013,29,03,2013
48064,INCIDENTE,FLORIANÓPOLIS,SC,SBFL,29/03/2013,29,03,2013
47298,ACIDENTE,PEREIRA BARRETO,SP,SNXI,31/03/2013,31,03,2013
47299,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,31/03/2013,31,03,2013
51886,INCIDENTE,GUARUJÁ,SP,****,31/03/2013,31,03,2013
51887,INCIDENTE,SÃO JOSÉ DOS CAMPOS,SP,****,31/03/2013,31,03,2013
51888,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,01/04/2013,01,04,2013
48219,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,****,02/04/2013,02,04,2013
47354,ACIDENTE,FORMOSA,GO,****,03/04/2013,03,04,2013
47704,INCIDENTE,ANÁPOLIS,GO,****,04/04/2013,04,04,2013
47759,INCIDENTE,ANÁPOLIS,GO,****,04/04/2013,04,04,2013
47650,ACIDENTE,PEROLÂNDIA,GO,****,05/04/2013,05,04,2013
47422,ACIDENTE,LUZIÂNIA,GO,SWUZ,07/04/2013,07,04,2013
47926,ACIDENTE,CAPÃO DA CANOA,RS,SSKK,07/04/2013,07,04,2013
47433,INCIDENTE,MACAÉ,RJ,SBME,08/04/2013,08,04,2013
47755,INCIDENTE,RIO BRANCO,AC,SBRB,08/04/2013,08,04,2013
47423,INCIDENTE,SÃO PAULO,SP,SBSP,09/04/2013,09,04,2013
47437,INCIDENTE,BELÉM,PA,SBBE,09/04/2013,09,04,2013
52967,ACIDENTE,SINOP,MT,SWSI,09/04/2013,09,04,2013
48113,INCIDENTE,FOZ DO IGUAÇU,PR,****,11/04/2013,11,04,2013
47649,ACIDENTE,CAMPO MOURÃO,PR,SSKM,12/04/2013,12,04,2013
47938,INCIDENTE,BRASÍLIA,DF,SBBR,13/04/2013,13,04,2013
47434,INCIDENTE,PONTA PORÃ,MS,SBPP,14/04/2013,14,04,2013
48112,INCIDENTE,MACAÉ,RJ,SBME,14/04/2013,14,04,2013
47768,INCIDENTE,CONFINS,MG,SBCF,15/04/2013,15,04,2013
47769,INCIDENTE,BELO HORIZONTE,MG,SBBH,15/04/2013,15,04,2013
48516,INCIDENTE,BOA VISTA,RR,****,15/04/2013,15,04,2013
49672,INCIDENTE GRAVE,UBERLÂNDIA,MG,SBUL,15/04/2013,15,04,2013
47675,ACIDENTE,SANTA CRUZ DAS PALMEIRAS,SP,****,16/04/2013,16,04,2013
47698,INCIDENTE GRAVE,SÃO JOSÉ DOS PINHAIS,PR,SBCT,16/04/2013,16,04,2013
48104,INCIDENTE,BELO HORIZONTE,MG,SBBH,16/04/2013,16,04,2013
48105,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,17/04/2013,17,04,2013
47665,ACIDENTE,BOA ESPERANÇA DO SUL,SP,****,18/04/2013,18,04,2013
47674,ACIDENTE,CHAPADÃO DO SUL,MS,****,18/04/2013,18,04,2013
47707,INCIDENTE,BRASÍLIA,DF,SBBR,18/04/2013,18,04,2013
47762,INCIDENTE,BERTIOGA,SP,****,18/04/2013,18,04,2013
48103,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,18/04/2013,18,04,2013
47651,ACIDENTE,COSMÓPOLIS,SP,****,19/04/2013,19,04,2013
47694,ACIDENTE,BARRA DO BUGRES,MT,SWBB,19/04/2013,19,04,2013
47648,ACIDENTE,JAÍBA,MG,****,20/04/2013,20,04,2013
47761,INCIDENTE,FORTALEZA,CE,SBFZ,20/04/2013,20,04,2013
48096,INCIDENTE,LONDRINA,PR,SBLO,20/04/2013,20,04,2013
47697,INCIDENTE GRAVE,JUNDIAÍ,SP,SBJD,21/04/2013,21,04,2013
47876,ACIDENTE,SINOP,MT,SWSI,21/04/2013,21,04,2013
47659,ACIDENTE,CAJAMAR,SP,****,22/04/2013,22,04,2013
47661,ACIDENTE,ATALAIA DO NORTE,AM,****,22/04/2013,22,04,2013
47699,INCIDENTE GRAVE,BELÉM,PA,SBBE,22/04/2013,22,04,2013
47979,ACIDENTE,ITAPIRAPUÃ,GO,****,22/04/2013,22,04,2013
47709,INCIDENTE,VILHENA,RO,SBVH,23/04/2013,23,04,2013
47888,INCIDENTE GRAVE,MARINGÁ,PR,****,23/04/2013,23,04,2013
48102,INCIDENTE,ORIZONA,GO,****,23/04/2013,23,04,2013
47894,INCIDENTE GRAVE,RIO DE JANEIRO,RJ,SBRJ,24/04/2013,24,04,2013
47901,INCIDENTE GRAVE,PALMAS,TO,SBPJ,24/04/2013,24,04,2013
47872,ACIDENTE,NOBRES,MT,SWNB,25/04/2013,25,04,2013
47939,INCIDENTE,PRESIDENTE PRUDENTE,SP,SBDN,25/04/2013,25,04,2013
47980,ACIDENTE,FIGUEIRÃO,MS,****,25/04/2013,25,04,2013
48107,INCIDENTE,BELO HORIZONTE,MG,SBBH,25/04/2013,25,04,2013
47879,ACIDENTE,BELÉM,PA,****,26/04/2013,26,04,2013
48091,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,27/04/2013,27,04,2013
48109,INCIDENTE,PRESIDENTE PRUDENTE,SP,SBDN,27/04/2013,27,04,2013
48078,INCIDENTE,VITÓRIA,ES,SBVT,29/04/2013,29,04,2013
48110,INCIDENTE,LONDRINA,PR,SBLO,29/04/2013,29,04,2013
47936,INCIDENTE GRAVE,BRAGANÇA PAULISTA,SP,SBBP,30/04/2013,30,04,2013
47981,ACIDENTE,CAMPO NOVO DO PARECIS,MT,****,30/04/2013,30,04,2013
48058,INCIDENTE,BRASÍLIA,DF,SBBR,30/04/2013,30,04,2013
48083,INCIDENTE,JUIZ DE FORA,MG,SBJF,30/04/2013,30,04,2013
48657,ACIDENTE,BRAGANÇA PAULISTA,SP,****,01/05/2013,01,05,2013
47983,ACIDENTE,RIO DE JANEIRO,RJ,****,02/05/2013,02,05,2013
48163,INCIDENTE,MANAUS,AM,SBEG,02/05/2013,02,05,2013
47966,ACIDENTE,JATAÍ,GO,****,03/05/2013,03,05,2013
47992,ACIDENTE,ITANHAÉM,SP,SDIM,03/05/2013,03,05,2013
48114,INCIDENTE,GOIÂNIA,GO,SBGO,03/05/2013,03,05,2013
48159,INCIDENTE,SÃO JOSÉ DOS CAMPOS,SP,SBSJ,03/05/2013,03,05,2013
48656,INCIDENTE,RIO VERDE,GO,****,03/05/2013,03,05,2013
48871,INCIDENTE,SÃO PAULO,SP,SBSP,03/05/2013,03,05,2013
47965,ACIDENTE,ARIQUEMES,RO,SJOG,05/05/2013,05,05,2013
48731,ACIDENTE,PORTO ALEGRE,RS,SSBN,05/05/2013,05,05,2013
48162,INCIDENTE,MACAÉ,RJ,SBME,06/05/2013,06,05,2013
47998,ACIDENTE,RONDONÓPOLIS,MT,****,07/05/2013,07,05,2013
48012,ACIDENTE,RIO DE JANEIRO,RJ,SDHU,08/05/2013,08,05,2013
48055,INCIDENTE GRAVE,LONDRINA,PR,SBLO,08/05/2013,08,05,2013
48142,INCIDENTE,GUARULHOS,SP,SBGR,08/05/2013,08,05,2013
48145,INCIDENTE,GUARULHOS,SP,SBGR,08/05/2013,08,05,2013
48578,INCIDENTE,PARAUAPEBAS,PA,SBCJ,08/05/2013,08,05,2013
48804,INCIDENTE GRAVE,CRUZ ALTA,RS,SSAK,08/05/2013,08,05,2013
48013,ACIDENTE,GUARULHOS,SP,****,09/05/2013,09,05,2013
48053,ACIDENTE,CAMPO GRANDE,MS,****,09/05/2013,09,05,2013
48074,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,SBCT,09/05/2013,09,05,2013
48144,INCIDENTE,FORTALEZA,CE,SBFZ,09/05/2013,09,05,2013
48446,INCIDENTE,VÁRZEA GRANDE,MT,SBCY,10/05/2013,10,05,2013
48014,ACIDENTE,CARUARU,PE,SNRU,11/05/2013,11,05,2013
48442,INCIDENTE,MANAUS,AM,SBEG,12/05/2013,12,05,2013
48172,INCIDENTE,PARINTINS,AM,SWPI,13/05/2013,13,05,2013
48512,INCIDENTE,LONDRINA,PR,SBLO,15/05/2013,15,05,2013
48659,INCIDENTE,MACAÉ,RJ,SBME,15/05/2013,15,05,2013
48734,INCIDENTE,CAMPO GRANDE,MS,SBCG,16/05/2013,16,05,2013
48915,INCIDENTE,GOIÂNIA,GO,SBGO,16/05/2013,16,05,2013
48694,INCIDENTE,LONDRINA,PR,SBLO,17/05/2013,17,05,2013
48739,INCIDENTE,LONDRINA,PR,SBLO,17/05/2013,17,05,2013
48438,ACIDENTE,SÃO PAULO,SP,SBMT,18/05/2013,18,05,2013
48474,INCIDENTE,BELO HORIZONTE,MG,SBBH,18/05/2013,18,05,2013
48584,INCIDENTE,TORRES,RS,SBTR,18/05/2013,18,05,2013
48793,ACIDENTE,TAUBATÉ,SP,****,18/05/2013,18,05,2013
48832,INCIDENTE,CONFINS,MG,SBCF,18/05/2013,18,05,2013
48451,INCIDENTE,SÃO JOSÉ,SC,SSKT,19/05/2013,19,05,2013
48580,INCIDENTE,PORTO ALEGRE,RS,SBPA,20/05/2013,20,05,2013
48582,INCIDENTE,RECIFE,PE,SBRF,20/05/2013,20,05,2013
48429,ACIDENTE,SANTA TEREZINHA DE ITAIPU,PR,****,22/05/2013,22,05,2013
48653,ACIDENTE,RIO BRILHANTE,MS,****,22/05/2013,22,05,2013
48848,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,22/05/2013,22,05,2013
48662,INCIDENTE GRAVE,PORTO SEGURO,BA,SBPS,23/05/2013,23,05,2013
48738,INCIDENTE,BELO HORIZONTE,MG,SBBH,23/05/2013,23,05,2013
48660,INCIDENTE GRAVE,SALVADOR,BA,SBSV,24/05/2013,24,05,2013
48736,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,SBCT,24/05/2013,24,05,2013
48661,INCIDENTE GRAVE,TIETÊ,SP,SDET,25/05/2013,25,05,2013
48716,INCIDENTE,MARINGÁ,PR,SBMG,27/05/2013,27,05,2013
48658,ACIDENTE,SOROCABA,SP,SDCO,29/05/2013,29,05,2013
48714,INCIDENTE,MONTES CLAROS,MG,SBMK,29/05/2013,29,05,2013
48630,ACIDENTE,RESENDE,RJ,SDRS,30/05/2013,30,05,2013
48652,ACIDENTE,GUARAMIRANGA,CE,SION,30/05/2013,30,05,2013
48751,INCIDENTE,RIO GRANDE,RS,SJRG,30/05/2013,30,05,2013
48654,ACIDENTE,GUARULHOS,SP,SBGR,31/05/2013,31,05,2013
48693,INCIDENTE,ARARAS,SP,SDAA,31/05/2013,31,05,2013
48711,INCIDENTE,BELO HORIZONTE,MG,SBBH,31/05/2013,31,05,2013
48753,INCIDENTE,MACAÉ,RJ,****,31/05/2013,31,05,2013
49278,INCIDENTE,PORTO ALEGRE,RS,SSBN,31/05/2013,31,05,2013
48696,INCIDENTE,ATIBAIA,SP,SDTB,01/06/2013,01,06,2013
48762,ACIDENTE,PRESIDENTE VENCESLAU,SP,****,01/06/2013,01,06,2013
48812,INCIDENTE,LAJEADO NOVO,MA,****,02/06/2013,02,06,2013
48816,INCIDENTE,GUARULHOS,SP,SBGR,03/06/2013,03,06,2013
48833,INCIDENTE,GUARULHOS,SP,SBGR,04/06/2013,04,06,2013
48837,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,****,04/06/2013,04,06,2013
48772,ACIDENTE,MARÍLIA,SP,SBML,05/06/2013,05,06,2013
48754,INCIDENTE,NAVEGANTES,SC,SBNF,06/06/2013,06,06,2013
48800,ACIDENTE,SÃO VICENTE FERRER,PE,****,06/06/2013,06,06,2013
48729,ACIDENTE,PRESIDENTE BERNARDES,SP,****,07/06/2013,07,06,2013
48755,INCIDENTE,GUARULHOS,SP,SBGR,07/06/2013,07,06,2013
48796,ACIDENTE,ENVIRA,AM,****,07/06/2013,07,06,2013
48797,ACIDENTE,PRIMAVERA DO LESTE,MT,****,07/06/2013,07,06,2013
48757,INCIDENTE,ALFREDO CHAVES,ES,****,08/06/2013,08,06,2013
48791,ACIDENTE,ANAJÁS,PA,****,08/06/2013,08,06,2013
48795,ACIDENTE,ANAJÁS,PA,****,09/06/2013,09,06,2013
48850,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,11/06/2013,11,06,2013
48727,ACIDENTE,TEFÉ,AM,****,14/06/2013,14,06,2013
48759,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,14/06/2013,14,06,2013
48801,ACIDENTE,TAUBATÉ,SP,****,15/06/2013,15,06,2013
48813,INCIDENTE,SÃO JOSÉ DOS PINHAIS,PR,SBCT,15/06/2013,15,06,2013
48912,ACIDENTE,PALMEIRAS DE GOIÁS,GO,SWGP,15/06/2013,15,06,2013
49113,INCIDENTE GRAVE,NOVA LIMA,MG,****,15/06/2013,15,06,2013
48761,INCIDENTE,SÃO PAULO,SP,****,17/06/2013,17,06,2013
49291,INCIDENTE,MACAÉ,RJ,****,17/06/2013,17,06,2013
48799,ACIDENTE,CANUTAMA,AM,****,18/06/2013,18,06,2013
48852,INCIDENTE,FOZ DO IGUAÇU,PR,SBFI,18/06/2013,18,06,2013
49514,INCIDENTE,MACAPÁ,AP,SBMQ,18/06/2013,18,06,2013
49515,INCIDENTE,PARNAMIRIM,RN,****,18/06/2013,18,06,2013
48896,INCIDENTE,SÃO PAULO,SP,SBMT,20/06/2013,20,06,2013
48803,ACIDENTE,GOIÂNIA,GO,SWNV,21/06/2013,21,06,2013
48897,INCIDENTE,MANAUS,AM,SBEG,21/06/2013,21,06,2013
48898,INCIDENTE,CONFINS,MG,SBCF,22/06/2013,22,06,2013
49276,INCIDENTE,GOIÂNIA,GO,SBGO,22/06/2013,22,06,2013
49171,INCIDENTE,RECIFE,PE,SBRF,23/06/2013,23,06,2013
49534,INCIDENTE,NOVO HAMBURGO,RS,SSNH,23/06/2013,23,06,2013
48876,ACIDENTE,TRÊS LAGOAS,MS,SSTL,24/06/2013,24,06,2013
48883,INCIDENTE GRAVE,ALTA FLORESTA,MT,SWEN,24/06/2013,24,06,2013
49192,INCIDENTE,GUARULHOS,SP,SBGR,24/06/2013,24,06,2013
48878,INCIDENTE GRAVE,PENÁPOLIS,SP,SDPN,25/06/2013,25,06,2013
48879,INCIDENTE GRAVE,BELÉM,PA,SBJC,26/06/2013,26,06,2013
48881,INCIDENTE GRAVE,VALENÇA,RJ,SDVL,26/06/2013,26,06,2013
48899,INCIDENTE,RESENDE,RJ,SDRS,26/06/2013,26,06,2013
48884,INCIDENTE,BELÉM,PA,SBBE,27/06/2013,27,06,2013
49265,INCIDENTE,VITÓRIA,ES,****,27/06/2013,27,06,2013
48893,INCIDENTE,BRASÍLIA,DF,SBBR,28/06/2013,28,06,2013
49157,INCIDENTE GRAVE,ERECHIM,RS,SSER,28/06/2013,28,06,2013
48894,INCIDENTE,BRAGANÇA PAULISTA,SP,SBBP,29/06/2013,29,06,2013
48895,INCIDENTE,SALVADOR,BA,SBSV,29/06/2013,29,06,2013
49258,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,01/07/2013,01,07,2013
49274,INCIDENTE,LONDRINA,PR,SBLO,02/07/2013,02,07,2013
49262,INCIDENTE,TEFÉ,AM,SBTF,03/07/2013,03,07,2013
49263,INCIDENTE,MANICORÉ,AM,SBMY,03/07/2013,03,07,2013
49264,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,03/07/2013,03,07,2013
49271,INCIDENTE,MARABÁ,PA,SBMA,03/07/2013,03,07,2013
49272,INCIDENTE,PORTO ALEGRE,RS,****,03/07/2013,03,07,2013
49053,ACIDENTE,CORUMBÁ DE GOIÁS,GO,****,04/07/2013,04,07,2013
49124,ACIDENTE,BAURU,SP,SBBU,04/07/2013,04,07,2013
49255,INCIDENTE,MACAÉ,RJ,****,04/07/2013,04,07,2013
49123,ACIDENTE,CURITIBA,PR,****,05/07/2013,05,07,2013
49155,ACIDENTE,UBATUBA,SP,SDUB,05/07/2013,05,07,2013
49252,INCIDENTE,JUNDIAÍ,SP,SBJD,05/07/2013,05,07,2013
49117,INCIDENTE GRAVE,GOIÂNIA,GO,SWNV,06/07/2013,06,07,2013
49121,ACIDENTE,FORMOSA,GO,SWFR,06/07/2013,06,07,2013
49254,INCIDENTE,PIRASSUNUNGA,SP,SDPY,06/07/2013,06,07,2013
49125,ACIDENTE,ICÉM,SP,****,07/07/2013,07,07,2013
49267,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,****,07/07/2013,07,07,2013
49122,ACIDENTE,ELDORADO DO SUL,RS,SIXE,09/07/2013,09,07,2013
49269,INCIDENTE,PORTO VELHO,RO,****,10/07/2013,10,07,2013
49289,INCIDENTE,SÃO PAULO,SP,SBMT,11/07/2013,11,07,2013
49288,INCIDENTE,BELO HORIZONTE,MG,SBBH,13/07/2013,13,07,2013
49292,INCIDENTE,MANAUS,AM,SBEG,13/07/2013,13,07,2013
52958,ACIDENTE,PAULÍNIA,SP,****,13/07/2013,13,07,2013
49286,INCIDENTE,RIO DE JANEIRO,RJ,****,14/07/2013,14,07,2013
49116,ACIDENTE,MANAUS,AM,SBEG,16/07/2013,16,07,2013
49279,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,16/07/2013,16,07,2013
49280,INCIDENTE,CONFINS,MG,SBCF,17/07/2013,17,07,2013
49281,INCIDENTE,CONFINS,MG,SBCF,17/07/2013,17,07,2013
49536,INCIDENTE,ELDORADO DO SUL,RS,SIXE,17/07/2013,17,07,2013
49533,INCIDENTE,CANELA,RS,SSCN,18/07/2013,18,07,2013
49119,ACIDENTE,TANGARÁ DA SERRA,MT,SWTS,19/07/2013,19,07,2013
49120,ACIDENTE,BONITO,MS,****,19/07/2013,19,07,2013
49294,INCIDENTE,RIO DE JANEIRO,RJ,SBGL,19/07/2013,19,07,2013
49537,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,20/07/2013,20,07,2013
49693,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,20/07/2013,20,07,2013
49282,INCIDENTE,FONTE BOA,AM,SWOB,21/07/2013,21,07,2013
49532,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,21/07/2013,21,07,2013
49694,INCIDENTE,BELO HORIZONTE,MG,SBBH,21/07/2013,21,07,2013
49283,INCIDENTE,SALVADOR,BA,****,23/07/2013,23,07,2013
49284,INCIDENTE,ILHÉUS,BA,SBIL,23/07/2013,23,07,2013
49285,INCIDENTE,CAMPINAS,SP,SBKP,24/07/2013,24,07,2013
49118,ACIDENTE,PIUM,TO,****,25/07/2013,25,07,2013
49154,ACIDENTE,NOVA INDEPENDÊNCIA,SP,****,25/07/2013,25,07,2013
49261,INCIDENTE,SOROCABA,SP,****,25/07/2013,25,07,2013
49156,ACIDENTE,CASTRO,PR,SSQT,26/07/2013,26,07,2013
49158,INCIDENTE GRAVE,SALVADOR,BA,SBSV,26/07/2013,26,07,2013
49152,ACIDENTE,JUIZ DE FORA,MG,SBJF,27/07/2013,27,07,2013
49695,INCIDENTE,FLORIANÓPOLIS,SC,SBFL,28/07/2013,28,07,2013
49295,INCIDENTE,MARINGÁ,PR,****,30/07/2013,30,07,2013
49696,INCIDENTE,MIGUELÓPOLIS,SP,****,30/07/2013,30,07,2013
49194,ACIDENTE,SÃO PAULO,SP,****,31/07/2013,31,07,2013
49697,INCIDENTE,MARABÁ,PA,SBMA,31/07/2013,31,07,2013
49698,INCIDENTE,CAMPOS DOS GOYTACAZES,RJ,SBFS,31/07/2013,31,07,2013
50532,INCIDENTE,GUARAPARI,ES,SNGA,02/08/2013,02,08,2013
49233,ACIDENTE,JUNDIAÍ,SP,SBJD,03/08/2013,03,08,2013
49699,INCIDENTE,LONDRINA,PR,SBLO,03/08/2013,03,08,2013
49237,ACIDENTE,PARAGOMINAS,PA,****,04/08/2013,04,08,2013
49516,INCIDENTE,ALTAMIRA,PA,SBHT,05/08/2013,05,08,2013
49476,ACIDENTE,HERCULÂNDIA,SP,****,06/08/2013,06,08,2013
49513,INCIDENTE GRAVE,BANANEIRAS,PB,****,06/08/2013,06,08,2013
49517,INCIDENTE,BRASÍLIA,DF,SBBR,06/08/2013,06,08,2013
49518,INCIDENTE,JATAIZINHO,PR,****,06/08/2013,06,08,2013
49519,INCIDENTE,SALVADOR,BA,****,06/08/2013,06,08,2013
49475,ACIDENTE,LONDRINA,PR,SBLO,07/08/2013,07,08,2013
49511,INCIDENTE GRAVE,MACAÉ,RJ,SBME,07/08/2013,07,08,2013
78818,ACIDENTE,PORTO BELO,SC,****,07/08/2013,07,08,2013
49479,ACIDENTE,JALES,SP,SDJL,08/08/2013,08,08,2013
49520,INCIDENTE,SÃO JOSÉ DOS CAMPOS,SP,SBSJ,10/08/2013,10,08,2013
49521,INCIDENTE,TERESINA,PI,****,11/08/2013,11,08,2013
49522,INCIDENTE,CAMPO GRANDE,MS,SBCG,14/08/2013,14,08,2013
49523,INCIDENTE,RIO DE JANEIRO,RJ,SBJR,14/08/2013,14,08,2013
49539,INCIDENTE,MANAUS,AM,SBEG,14/08/2013,14,08,2013
49451,ACIDENTE,LUZIÂNIA,GO,SWUZ,15/08/2013,15,08,2013
49524,INCIDENTE,RIBEIRÃO PRETO,SP,SBRP,16/08/2013,16,08,2013
49478,ACIDENTE,JUNDIAÍ,SP,SBJD,17/08/2013,17,08,2013
49525,INCIDENTE,JUNDIAÍ,SP,SBJD,17/08/2013,17,08,2013
49527,INCIDENTE,JUNDIAÍ,SP,SBJD,17/08/2013,17,08,2013
49493,INCIDENTE GRAVE,RIBEIRÃO PRETO,SP,SBRP,18/08/2013,18,08,2013
49528,INCIDENTE,MANAUS,AM,SBEG,18/08/2013,18,08,2013
49473,ACIDENTE,GOIÂNIA,GO,****,19/08/2013,19,08,2013
50152,INCIDENTE,ANDRADINA,SP,SDDN,19/08/2013,19,08,2013
49529,INCIDENTE,RIO DE JANEIRO,RJ,SBRJ,20/08/2013,20,08,2013
